NZ_LN831039.1, Bacteria; Actinobacteria; Corynebacteriales; Mycobacteriaceae; Mycolicibacterium
CP011132, Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Citrobacter
NZ_FNSA01000003, Bacteria; Actinobacteria; Corynebacteriales; Tsukamurellaceae; Tsukamurella
NZ_CP013992.1, Bacteria; Bacteroidetes; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Flavobacterium
CP001397, Bacteria; Bacteroidetes; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Nonlabens
CP018657, Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella
NC_007618.1, Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Brucellaceae; Brucella
NZ_VNGZ01000001.1, Bacteria; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Weissella
NC_003228.3, Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Bacteroidaceae; Bacteroides
NVTK01000009, Bacteria; Proteobacteria; Gammaproteobacteria; Alteromonadales; Pseudoalteromonadaceae; Pseudoalteromonas
CP011102, Bacteria; Firmicutes; Bacilli; Bacillales; Listeriaceae; Listeria
CP002453, Bacteria; Bacteroidetes; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Cellulophaga
NZ_CP009610.1, Bacteria; Proteobacteria; Gammaproteobacteria; Pasteurellales; Pasteurellaceae; Haemophilus
NC_007677.1, Bacteria; Bacteroidetes; Bacteroidetes Order II. Incertae sedis; Rhodothermaceae; Salinibacter
NC_009438.1, Bacteria; Proteobacteria; Gammaproteobacteria; Alteromonadales; Shewanellaceae; Shewanella
NC_018681.1, Bacteria; Actinobacteria; Corynebacteriales; Nocardiaceae; Nocardia
NZ_CM001153, Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella
NZ_QGLK01000001.1, Bacteria; Actinobacteria; Bifidobacteriales; Bifidobacteriaceae; Bifidobacterium
NC_010163.1, Bacteria; Tenericutes; Mollicutes; Acholeplasmatales; Acholeplasmataceae; Acholeplasma
AP014630, Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Acinetobacter
NZ_CP033724.1, Bacteria; Actinobacteria; Micrococcales; Microbacteriaceae; Clavibacter
CP012196, Bacteria; Proteobacteria; Epsilonproteobacteria; Campylobacterales; Campylobacteraceae; Campylobacter
NZ_JAAXPD010000001.1, Bacteria; Actinobacteria; Corynebacteriales; Gordoniaceae; Gordonia
NZ_QEOC01000001.1, Bacteria; Actinobacteria; Corynebacteriales; Nocardiaceae; Rhodococcus
NZ_LCZH01000038.1, Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Comamonadaceae; Delftia
NZ_QANO01000198.1, Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas
CP012598, Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella
NZ_CP050956.1, Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Tannerellaceae; Parabacteroides
NZ_CADIKU010000001.1, Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Alcaligenaceae; Achromobacter
NZ_BCTM01000001, Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Kluyvera
CP040255.1, Bacteria; Actinobacteria; Corynebacteriales; Mycobacteriaceae; Mycobacterium; Mycobacterium avium complex (MAC)
NZ_KE136308.1, Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Erwiniaceae; Erwinia
NZ_LS999521.1, Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Acinetobacter; Acinetobacter calcoaceticus/baumannii complex
NZ_CP018296.1, Bacteria; Chlamydiae; Chlamydiales; Chlamydiaceae; Chlamydia/Chlamydophila group; Chlamydia
NC_013501.1, Bacteria; Bacteroidetes; Bacteroidetes Order II. Incertae sedis; Rhodothermaceae; Rhodothermus
NC_008752.1, Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Comamonadaceae; Acidovorax
CP004005, Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Rhizobiaceae; Liberibacter
NZ_LN831027.1, Bacteria; Fusobacteria; Fusobacteriales; Fusobacteriaceae; Fusobacterium
NZ_MDHN01000001.1, Bacteria; Proteobacteria; Gammaproteobacteria; Alteromonadales; Alteromonadaceae; Alteromonas
NZ_KB890221.1, Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Rhizobiaceae; Rhizobium/Agrobacterium group; Rhizobium
NZ_AWTB01000001.1, Bacteria; Actinobacteria; Corynebacteriales; Gordoniaceae; Gordonia
NZ_JXYE01000002, Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Loktanella
NZ_CP014955.1, Bacteria; Actinobacteria; Corynebacteriales; Mycobacteriaceae; Mycobacteroides
QOUU01000001, Bacteria; Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus
NZ_CP045769.1, Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Enterobacter; Enterobacter cloacae complex
CP025034, Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Lelliottia
NC_004310.3, Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Brucellaceae; Brucella
FP236843, Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Erwiniaceae; Erwinia
NZ_CP023484, Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Pectobacteriaceae; Dickeya; unclassified Dickeya
NZ_KN046823, Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Brucellaceae; Brucella
NZ_CP013922.1, Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus
NZ_LT629758, Bacteria; Actinobacteria; Micromonosporales; Micromonosporaceae; Actinoplanes
NZ_CP015286.1, Bacteria; Firmicutes; Bacilli; Bacillales; Paenibacillaceae; Paenibacillus
NZ_PKKP01000001.1, Bacteria; Actinobacteria; Actinomycetales; Actinomycetaceae; Actinomyces
NZ_MUYO01000001.1, Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus
NZ_HF571038.1, Bacteria; Actinobacteria; Micrococcales; Intrasporangiaceae; Tetrasphaera
CP034433, Bacteria; Proteobacteria; Betaproteobacteria; Neisseriales; Chromobacteriaceae; Iodobacter
NZ_CP035780.1, Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Photobacterium
CP013913, Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Serratia
NZ_SPGG01000010.1, Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Tannerellaceae; Parabacteroides
NZ_CP011028.1, Bacteria; Proteobacteria; Gammaproteobacteria; Alteromonadales; Pseudoalteromonadaceae; Pseudoalteromonas
NZ_UGQI01000002.1, Bacteria; Actinobacteria; Corynebacteriales; Mycobacteriaceae; Mycolicibacterium
NZ_AP022561.1, Bacteria; Actinobacteria; Corynebacteriales; Mycobacteriaceae; Mycolicibacterium
NZ_VISK01000013.1, Bacteria; Proteobacteria; Alphaproteobacteria; Rhodospirillales; Rhodospirillaceae; Azospirillum
NZ_ADEZ01000001.1, Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Brucellaceae; Brucella
NC_016111.1, Bacteria; Actinobacteria; Streptomycetales; Streptomycetaceae; Streptomyces
NZ_CP014474.1, Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Serratia
NZ_KV917376, Bacteria; Firmicutes; Bacilli; Bacillales; Sporolactobacillaceae; Sporolactobacillaceae incertae sedis
NZ_BJNB00000000.1, Bacteria; Actinobacteria; Corynebacteriales; Corynebacteriaceae; Corynebacterium
NZ_LHAD01000001.1, Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus
NZ_CP047242.1, Bacteria; Cyanobacteria; Nostocales; Nostocaceae; Trichormus
CP024902, Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Burkholderia; Burkholderia cepacia complex
NZ_LT629739, Bacteria; Actinobacteria; Micrococcales; Brevibacteriaceae; Brevibacterium
CP002293, Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Geobacillus; unclassified Geobacillus
NZ_SJSX01000001.1, Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Aliivibrio
CP013614, Bacteria; Firmicutes; Bacilli; Lactobacillales; Enterococcaceae; Enterococcus
NZ_WCFV01000001.1, Bacteria; Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus
NZ_CP021140.1, Bacteria; Actinobacteria; Coriobacteriia; Eggerthellales; Eggerthellaceae; Eggerthella
NZ_BEWM01000001.1, Bacteria; Proteobacteria; Alphaproteobacteria; Rhodospirillales; Acetobacteraceae; Gluconobacter
NZ_FNKM01000002.1, Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas
NZ_CP023691.1, Bacteria; Actinobacteria; Streptomycetales; Streptomycetaceae; Streptomyces
NC_008095.1, Bacteria; Proteobacteria; Deltaproteobacteria; Myxococcales; Cystobacterineae; Myxococcaceae; Myxococcus
NC_017045.1, Bacteria; Bacteroidetes; Flavobacteriia; Flavobacteriales; Weeksellaceae; Riemerella
NZ_AEZA01000001.1, Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio
NZ_CP018809.1, Bacteria; Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus
CP019236, Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Comamonadaceae; Rhodoferax
NZ_LR134352.1, Bacteria; Actinobacteria; Corynebacteriales; Nocardiaceae; Nocardia
NZ_UFTQ01000001, Bacteria; Actinobacteria; Micrococcales; Brevibacteriaceae; Brevibacterium
NC_011852.1, Bacteria; Proteobacteria; Gammaproteobacteria; Pasteurellales; Pasteurellaceae; Glaesserella
NZ_CH724157.1, Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Roseovarius
NZ_VDDD01000101.1, Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Paracoccus
NZ_CP032757.1, Bacteria; Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Lactiplantibacillus
NZ_CP007601.1, Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus
NZ_AP012555.1, Bacteria; Actinobacteria; Corynebacteriales; Mycobacteriaceae; Mycobacterium; Mycobacterium avium complex (MAC)
NZ_CP007203.1, Bacteria; Cyanobacteria; Nostocales; Aphanizomenonaceae; Nodularia
NZ_LFTY01000002, Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Rhodobacter
NZ_CP027738.1, Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas
NC_010103.1, Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Brucellaceae; Brucella
NZ_UFTQ01000003.1, Bacteria; Actinobacteria; Micrococcales; Brevibacteriaceae; Brevibacterium
NZ_CP013187.1, Bacteria; Proteobacteria; Gammaproteobacteria; Alteromonadales; Pseudoalteromonadaceae; Pseudoalteromonas
NZ_JACAWZ010000001.1, Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Ralstonia
NZ_MDFG01000001.1, Bacteria; Actinobacteria; Streptomycetales; Streptomycetaceae; Streptomyces
NVUT01000001, Bacteria; Bacteroidetes; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Flavobacterium
NZ_CP046672.1, Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Raoultella
NZ_CP050266.1, Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Salinivibrio
NZ_PETF01000001, Bacteria; Tenericutes; Mollicutes; Entomoplasmatales; Spiroplasmataceae; Spiroplasma
NZ_CP046058.1, Bacteria; Cyanobacteria; Oscillatoriophycideae; Chroococcales; Microcystaceae; Microcystis
NZ_CP020567.1, Bacteria; Actinobacteria; Streptomycetales; Streptomycetaceae; Kitasatospora
NZ_CP024902.1, Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Burkholderia; Burkholderia cepacia complex
NZ_KV917375.1, Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus
NZ_NCUP01000009.1, Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus
NZ_CP041695.1, Bacteria; Actinobacteria; Corynebacteriales; Nocardiaceae; Nocardia
CP020451, Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus
NZ_CP031422.1, Bacteria; Actinobacteria; Micrococcales; Microbacteriaceae; Microbacterium
NZ_CP010899.1, Bacteria; Tenericutes; Mollicutes; Entomoplasmatales; Spiroplasmataceae; Spiroplasma
NZ_JMSZ01000016, Bacteria; Proteobacteria; Gammaproteobacteria; Oceanospirillales; Oceanospirillaceae; Nitrincola
NZ_CP013990.1, Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Leclercia
CP003563, Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Rhizobiaceae; Sinorhizobium/Ensifer group; Sinorhizobium
SDYW01000001, Bacteria
NZ_CP009460.1, Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Pectobacteriaceae; Dickeya
NZ_MTKC01000002.1, Bacteria; Actinobacteria; Streptomycetales; Streptomycetaceae; Streptomyces
CP004046, Bacteria; Actinobacteria; Corynebacteriales; Corynebacteriaceae; Corynebacterium
NZ_FODB01000122.1, Bacteria; Proteobacteria; Gammaproteobacteria; Oceanospirillales; Halomonadaceae; Halomonas
NC_012470.1, Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus
CP003488, Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Morganellaceae; Providencia
NC_006510.1, Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Geobacillus; Geobacillus thermoleovorans group
NZ_CM002803, Bacteria; Cyanobacteria; Oscillatoriophycideae; Oscillatoriales; Microcoleaceae; Planktothrix
PEKX01000007, Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas
NC_015276.1, Bacteria; Proteobacteria; Gammaproteobacteria; Oceanospirillales; Oceanospirillaceae; Marinomonas
NZ_ALPT02000001, Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Alkalihalobacillus
NZ_CP014135.1, Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas
NZ_CP011491.1, Bacteria; Actinobacteria; Corynebacteriales; Mycobacteriaceae; Mycolicibacterium
NZ_ATTH01000001, Bacteria; Bacteroidetes; Bacteroidetes Order II. Incertae sedis; Rhodothermaceae; Salisaeta
NZ_ORZE01000263.1, Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Xanthomonas
NZ_LDUS01000001.1, Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus
NZ_CP006850.1, Bacteria; Actinobacteria; Corynebacteriales; Nocardiaceae; Nocardia
NZ_KB849641.1, Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Acinetobacter
NZ_CP023464.1, Bacteria; Proteobacteria; Gammaproteobacteria; Alteromonadales; Pseudoalteromonadaceae; Pseudoalteromonas
NC_022737.1, Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus
CP001751, Bacteria; Proteobacteria; Alphaproteobacteria; SAR116 cluster; Candidatus Puniceispirillum
NZ_JYNI01000003, Bacteria; Proteobacteria; Gammaproteobacteria; Alteromonadales; Colwelliaceae; Thalassomonas
CP029897, Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella
NZ_LR215047.1, Bacteria; Tenericutes; Mollicutes; Mycoplasmataceae; Mycoplasma
NZ_MRCG01000001.1, Bacteria; Cyanobacteria; Oscillatoriophycideae; Oscillatoriales; Oscillatoriaceae; Phormidium
NC_010694.1, Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Erwiniaceae; Erwinia
NZ_ABJL02000008.1, Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Bacteroidaceae; Bacteroides
NZ_CP018725.1, Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Xanthomonas
NC_017731.1, Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Morganellaceae; Providencia
NC_014159.1, Bacteria; Actinobacteria; Corynebacteriales; Tsukamurellaceae; Tsukamurella
NZ_JYCD01000001.1, Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Aeribacillus
NZ_CP011663.1, Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium
NC_014925.1, Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus
NC_009785.1, Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus
CP017605, Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; aphid secondary symbionts; Candidatus Hamiltonella
NC_010002.1, Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Comamonadaceae; Delftia
NZ_CM000719.1, Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus; Bacillus cereus group
NZ_LN854557.1, Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Pectobacteriaceae; Sodalis
NZ_LR134089.1, Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus
NZ_FLYG01000003, Bacteria; Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Lactiplantibacillus
NZ_KK211277.1, Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Alkalihalobacillus
NZ_CP020822.1, Bacteria; Bacteroidetes; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Tenacibaculum
NZ_CP046618.1, Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Enterobacter; Enterobacter cloacae complex
CP003184, Bacteria; Firmicutes; Clostridia; Thermoanaerobacterales; Thermoanaerobacterales Family III. Incertae Sedis; Thermoanaerobacterium
NC_015601.1, Bacteria; Firmicutes; Erysipelotrichia; Erysipelotrichales; Erysipelotrichaceae; Erysipelothrix
NZ_JNYC01000004, Bacteria; Actinobacteria; Streptomycetales; Streptomycetaceae; Streptomyces
NZ_CP014170.1, Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium
NZ_LR594046.1, Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus
NZ_CP033334.1, Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Phyllobacteriaceae; Mesorhizobium
NZ_BJMO01000001.1, Bacteria; Actinobacteria; Micrococcales; Micrococcaceae; Sinomonas
NC_002771.1, Bacteria; Tenericutes; Mollicutes; Mycoplasmataceae; Mycoplasma
NZ_CP027114.1, Bacteria; Actinobacteria; Corynebacteriales; Gordoniaceae; Gordonia
CP001713, Bacteria; Chlamydiae; Chlamydiales; Chlamydiaceae; Chlamydia/Chlamydophila group; Chlamydia
NZ_NKWY01000001.1, Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas
NZ_BBQG01000095.1, Bacteria; Actinobacteria; Streptomycetales; Streptomycetaceae; Streptomyces
NZ_CP032675.1, Bacteria; Actinobacteria; Corynebacteriales; Nocardiaceae; Rhodococcus
MH400164, Bacteria; Actinobacteria; Streptomycetales; Streptomycetaceae; Streptomyces
NZ_SAUP01000001, Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas
NZ_CP013911.1, Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus
NZ_RCTK01000001.1, Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Geobacillus
